chrom_5p	bkpos_5p	strand_5p	chrom_3p	bkpos_3p	strand_3p	avg_cn
chr2	240735386	+	chr2	240735386	-	18

Group:5172 Translocation:False
chr2	240904615	+	chr2	240904615	-	16
chr2	240923920	+	chr2	240923920	-	15
chr2	241016047	+	chr2	241016047	-	23
chr2	241024652	+	chr2	241024652	-	20
chr2	241036053	+	chr2	241036053	-	23
chr2	241120492	+	chr2	241120492	-	24
chr2	241178692	+	chr2	241178692	-	10
chr2	241218158	+	chr2	241218158	-	20

Group:5173 Translocation:False
chr2	241338771	+	chr2	241338771	-	20
chr2	241355635	+	chr2	241355635	-	17
chr2	241366104	+	chr2	241366104	-	12
chr2	241355898	+	chr2	241355898	-	17

Group:5174 Translocation:True
chr2	241517116	+	chr2	241517116	-	27
chr2	241590953	+	chr2	241590953	-	22
chr2	241596529	+	chr2	241596529	-	23
chr2	241590957	+	chr2	241590957	-	22
chr2	241694892	+	chr2	241694892	-	31
chr2	241716476	+	chr2	241716476	-	18
chr2	241751927	+	chr2	241751927	-	18
chr2	241734573	+	chr2	241734573	-	20
chr2	241815394	+	chr2	241815394	-	15
chr2	241805110	+	chr2	241805110	-	16
chr2	241819937	+	chr2	241819937	-	18
chr2	241858521	+	chr2	241858521	-	23
chr2	241876393	+	chr2	241876393	-	16
chr2	241878146	+	chr2	241878146	-	18
chr2	241879224	+	chr2	241879224	-	17
chr2	241887917	+	chr2	241887917	-	5
chr2	241865708	+	chr2	241865708	-	23
chr2	241878676	+	chr2	241878676	-	17
chr2	241902427	+	chr2	241902427	-	34
chr2	241878001	+	chr2	241878001	-	18
chr2	241887913	+	chr2	241887913	-	9
chr2	241945932	+	chr2	241945932	-	30
chr2	241927753	+	chr2	241927753	-	28
chr2	241968901	+	chr2	241968901	-	15
chr2	241980068	+	chr2	241980068	-	15
chr2	241985322	+	chr2	241985322	-	19
chr2	241987384	+	chr2	241987384	-	20
chr2	241987421	+	chr2	241987421	-	19
chr2	241983175	+	chr2	241983175	-	17
chr2	241987414	+	chr2	241987414	-	20
chr2	241985759	+	chr2	241985759	-	21
chr2	241989772	+	chr2	241989772	-	19
chr2	242007259	+	chr2	242007259	-	23
chr2	242046715	+	chr2	242046715	-	24
chr2	242130592	+	chr2	242130592	-	23
chr2	242130592	+	chr2	242130592	-	23
chr2	242176341	+	chr2	242176341	-	63
chr3	10885	+	chr2	242183373	-	142
chr2	242156500	+	chr2	242156500	-	45
chr2	242183373	+	chr3	10885	-	38

Group:5175 Translocation:True
chr2	136981016	+	chr17	53810729	+	39
chr17	53810729	-	chr2	136981016	-	33

Group:5176 Translocation:True
chr2	171898655	+	chr17	59349178	+	19
chr17	59349178	-	chr2	171898655	-	41

Group:5177 Translocation:True
chr5	26458877	-	chr17	9610125	-	33
chr17	9610125	+	chr5	26458877	+	24
chr17	9681184	+	chr17	9681184	-	21
chr17	9718678	+	chr17	9718678	-	22
chr17	9761662	+	chr17	9761662	-	26

Group:5178 Translocation:True
chr6	141821604	+	chr17	54702312	+	34
chr17	54632090	+	chr17	54632090	-	33
chr17	54576300	+	chr17	54576300	-	24

Group:5179 Translocation:True
chr7	57716418	+	chr17	21667953	-	53
chr17	21611996	+	chr17	21611996	-	17
chr17	21656262	+	chr17	21656262	-	54
chr17	21667953	+	chr7	57716418	-	87
chr17	21688734	+	chr17	21688734	-	40
chr17	21757499	+	chr17	21757499	-	33
chr20	30225811	+	chr17	21667951	-	49
chr17	21647510	+	chr17	21647510	-	32
chr17	21668812	+	chr17	21668812	-	44
chr17	21667951	+	chr20	30225811	-	88
chr17	21701525	+	chr17	21701525	-	35
chr17	21309580	+	chr17	21770094	-	40
chr17	21770094	+	chr17	21309580	-	37
chr7	63016551	+	chr17	21814135	+	51
chr17	21767810	+	chr17	21767810	-	37
chr17	21851288	+	chr17	21851288	-	27
chr17	21297789	+	chr17	21297789	-	48
chr17	21860937	+	chr17	21860937	-	20
chr17	21814135	-	chr7	63016551	-	34
chr17	21867826	+	chr17	21867826	-	34
chr10	38901486	-	chr17	21922202	-	56
chr17	21916434	+	chr17	21916434	-	42
chr17	21922202	+	chr10	38901486	+	3
chr17	21921272	+	chr17	21921272	-	19
chr17	21937392	+	chr17	21937392	-	7

Group:5180 Translocation:True
chr12	124812593	+	chr17	54125191	-	30
chr17	54125191	+	chr12	124812593	-	28
chr17	54206359	+	chr17	54206359	-	43

Group:5181 Translocation:True
chr16	35318016	+	chr17	763131	-	28
chr17	722444	+	chr17	722444	-	18
chr17	763131	+	chr16	35318016	-	15
chr17	810063	+	chr17	810063	-	12
chr17	841609	+	chr17	841609	-	15
chr17	646500	+	chr17	646500	-	27
chr17	727491	+	chr17	727491	-	17
chr17	768701	+	chr17	768701	-	15
chr17	831918	+	chr17	831918	-	12
chr17	891749	+	chr17	891749	-	17
chr17	556879	+	chr17	556879	-	19
chr17	662751	+	chr17	662751	-	17
chr17	948838	+	chr17	948838	-	12
chr17	510449	+	chr17	510449	-	25
chr17	598887	+	chr17	598887	-	16
chr17	993340	+	chr17	993340	-	13
chr17	1006856	+	chr17	1006856	-	20
chr17	1035526	+	chr17	1035526	-	15
chr17	1042530	+	chr17	1042530	-	22
chr17	541705	+	chr17	541705	-	14
chr17	993887	+	chr17	993887	-	15
chr17	1035638	+	chr17	1035638	-	13
chr17	1072392	+	chr17	1072392	-	18
chr17	1029927	+	chr17	1029927	-	14
chr17	1062180	+	chr17	1062180	-	22
chr17	1113007	+	chr17	1113007	-	21
chr17	1112621	+	chr17	1112621	-	21
chr17	1118452	+	chr17	1118452	-	21
chr17	1153445	+	chr17	1153445	-	28
chr17	1173307	+	chr17	1173307	-	23
chr17	1219654	+	chr17	1219654	-	12
chr17	1276785	+	chr17	1276785	-	13
chr17	1289023	+	chr17	1289023	-	15
chr17	1311625	+	chr17	1311625	-	21
chr17	1286411	+	chr17	1286411	-	18
chr17	1311625	+	chr17	1311625	-	21
chr17	1334431	+	chr17	1334431	-	19
chr17	1308615	+	chr17	1308615	-	20
chr17	1328484	+	chr17	1328484	-	22

Group:5182 Translocation:False
chr17	154261	+	chr17	154261	-	22
chr17	198664	+	chr17	198664	-	29
chr17	255451	+	chr17	255451	-	24
chr17	287247	+	chr17	287247	-	17
chr17	288733	+	chr17	288733	-	18
chr17	257394	+	chr17	257394	-	21
chr17	295413	+	chr17	295413	-	18
chr17	309597	+	chr17	309597	-	15
chr17	314735	+	chr17	314735	-	24
chr17	340338	+	chr17	340338	-	18
chr17	287658	+	chr17	287658	-	18
chr17	314679	+	chr17	314679	-	24
chr17	353553	+	chr17	353553	-	22
chr17	380876	+	chr17	380876	-	20
chr17	304922	+	chr17	304922	-	14
chr17	356438	+	chr17	356438	-	23
chr17	315166	+	chr17	315166	-	25
chr17	381163	+	chr17	381163	-	21

Group:5183 Translocation:False
chr17	1600152	+	chr17	1600152	-	11
chr17	1689507	+	chr17	1689507	-	18
chr17	1690050	+	chr17	1690050	-	18
chr17	1739714	+	chr17	1739714	-	17
chr17	1742010	+	chr17	1742010	-	16
chr17	1704862	+	chr17	1704862	-	18
chr17	1740541	+	chr17	1740541	-	16

Group:5184 Translocation:False
chr17	1918208	+	chr17	1918208	-	23

Group:5185 Translocation:False
chr17	2034761	+	chr17	2034761	-	20

Group:5186 Translocation:False
chr17	2304295	+	chr17	2304295	-	19
chr17	2304309	+	chr17	2304309	-	19
chr17	2362518	+	chr17	2362518	-	19
chr17	2338774	+	chr17	2338774	-	22
chr17	2448182	+	chr17	2448182	-	20
chr17	2527315	+	chr17	2527315	-	25
chr17	2626553	+	chr17	2626553	-	28
chr17	2719864	+	chr17	2719864	-	15
chr17	2806376	+	chr17	2806376	-	19
chr17	2831059	+	chr17	2831059	-	20

Group:5187 Translocation:False
chr17	3160047	+	chr17	3160047	-	15

Group:5188 Translocation:False
chr17	3284837	+	chr17	3284837	-	25

Group:5189 Translocation:False
chr17	3459053	+	chr17	3459053	-	27
chr17	3535251	+	chr17	3535251	-	19
chr17	3544158	+	chr17	3544158	-	18
chr17	3635240	+	chr17	3635240	-	14
chr17	3569963	+	chr17	3569963	-	20
chr17	3730454	+	chr17	3730454	-	14
chr17	3788842	+	chr17	3788842	-	20

Group:5190 Translocation:False
chr17	3899245	+	chr17	3899245	-	17

Group:5191 Translocation:False
chr17	4274927	+	chr17	4274927	-	22

Group:5192 Translocation:False
chr17	4384061	+	chr17	4384061	-	17
chr17	4404660	+	chr17	4404660	-	17
chr17	4462342	+	chr17	4462342	-	17
chr17	4494974	+	chr17	4494974	-	23
chr17	4540924	+	chr17	4540924	-	19
chr17	4519605	+	chr17	4519605	-	30
chr17	4570652	+	chr17	4570652	-	22

Group:5193 Translocation:False
chr17	4790733	+	chr17	4790733	-	22
chr17	4852769	+	chr17	4852769	-	17

Group:5194 Translocation:False
chr17	5055892	+	chr17	5055892	-	18
chr17	5058441	+	chr17	5058441	-	13
chr17	5069187	+	chr17	5069187	-	10

Group:5195 Translocation:False
chr17	5232378	+	chr17	5232378	-	17
chr17	5241190	+	chr17	5241190	-	20
chr17	5323696	+	chr17	5323696	-	21

Group:5196 Translocation:False
chr17	5511983	+	chr17	5511983	-	21

Group:5197 Translocation:False
chr17	5622819	+	chr17	5622819	-	28
chr17	5721924	+	chr17	5721924	-	24
chr17	5781768	+	chr17	5781768	-	23
chr17	5781892	+	chr17	5781892	-	25
chr17	5863064	+	chr17	5863064	-	24
chr17	5883451	+	chr17	5883451	-	25
chr17	5883454	+	chr17	5883454	-	25

Group:5198 Translocation:False
chr17	6007809	+	chr17	6007809	-	25

Group:5199 Translocation:False
chr17	6385229	+	chr17	6385229	-	16
chr17	6438313	+	chr17	6438313	-	37
chr17	6455716	+	chr17	6455716	-	19

Group:5200 Translocation:False
chr17	6561400	+	chr17	6561400	-	16
chr17	6635337	+	chr17	6635337	-	25

Group:5201 Translocation:False
chr17	6793106	+	chr17	6793106	-	12

Group:5202 Translocation:False
chr17	6906789	+	chr17	6906789	-	20

Group:5203 Translocation:False
chr17	7077305	+	chr17	7077305	-	21
chr17	7077716	+	chr17	7077716	-	19
chr17	7112089	+	chr17	7112089	-	23
chr17	7097692	+	chr17	7097692	-	20

Group:5204 Translocation:False
chr17	7264640	+	chr17	7264640	-	14
chr17	7302525	+	chr17	7302525	-	22

Group:5205 Translocation:False
chr17	7714135	+	chr17	7714135	-	15
chr17	7725440	+	chr17	7725440	-	17
chr17	7752160	+	chr17	7752160	-	20
chr17	7741259	+	chr17	7741259	-	23
chr17	7765211	+	chr17	7765211	-	24
chr17	7838420	+	chr17	7838420	-	12
chr17	7893969	+	chr17	7893969	-	15

Group:5206 Translocation:False
chr17	8166152	+	chr17	8166152	-	12

Group:5207 Translocation:False
chr17	8432347	+	chr17	8432347	-	17
chr17	8480958	+	chr17	8480958	-	21

Group:5208 Translocation:False
chr17	8592933	+	chr17	8592933	-	18

Group:5209 Translocation:False
chr17	8746880	+	chr17	8746880	-	24

Group:5210 Translocation:False
chr17	9414088	+	chr17	9414088	-	13
chr17	9429847	+	chr17	9429847	-	20
chr17	9445498	+	chr17	9445498	-	29

Group:5211 Translocation:False
chr17	10153219	+	chr17	10153219	-	27

Group:5212 Translocation:False
chr17	10488893	+	chr17	10488893	-	24
chr17	10495760	+	chr17	10495760	-	30

Group:5213 Translocation:False
chr17	10730323	+	chr17	10730323	-	21
chr17	10739021	+	chr17	10739021	-	16
chr17	10744052	+	chr17	10744052	-	15

Group:5214 Translocation:False
chr17	10846522	+	chr17	10846522	-	22
chr17	10846527	+	chr17	10846527	-	22
chr17	10846931	+	chr17	10846931	-	23

Group:5215 Translocation:False
chr17	10984797	+	chr17	10984797	-	20

Group:5216 Translocation:False
chr17	11287696	+	chr17	11287696	-	27

Group:5217 Translocation:False
chr17	11576662	+	chr17	11576662	-	31

Group:5218 Translocation:False
chr17	11972688	+	chr17	11972688	-	25

Group:5219 Translocation:False
chr17	12351147	+	chr17	12351147	-	10
chr17	12442532	+	chr17	12442532	-	27

Group:5220 Translocation:False
chr17	12592998	+	chr17	12592998	-	19
chr17	12645970	+	chr17	12645970	-	17

Group:5221 Translocation:False
chr17	12749717	+	chr17	12749717	-	27

Group:5222 Translocation:False
chr17	13082375	+	chr17	13082375	-	30
chr17	13141830	+	chr17	13141830	-	26

Group:5223 Translocation:False
chr17	13258008	+	chr17	13258008	-	30

Group:5224 Translocation:False
chr17	13436829	+	chr17	13436829	-	24

Group:5225 Translocation:False
chr17	13584499	+	chr17	13584499	-	33
chr17	13666527	+	chr17	13666527	-	26
chr17	13666527	+	chr17	13666527	-	26

Group:5226 Translocation:False
chr17	14313107	+	chr17	14313107	-	15
chr17	14329334	+	chr17	14329334	-	22

Group:5227 Translocation:False
chr17	14439995	+	chr17	14439995	-	20
chr17	14444477	+	chr17	14444477	-	22
chr17	14491305	+	chr17	14491305	-	24

Group:5228 Translocation:False
chr17	14657581	+	chr17	14657581	-	24

Group:5229 Translocation:False
chr17	15133703	+	chr17	15133703	-	18

Group:5230 Translocation:False
chr17	15493735	+	chr17	15493735	-	22

Group:5231 Translocation:False
chr17	15781240	+	chr17	15781240	-	26
chr17	15812446	+	chr17	15812446	-	23

Group:5232 Translocation:False
chr17	15948307	+	chr17	15948307	-	24

Group:5233 Translocation:False
chr17	16095637	+	chr17	16095637	-	22

Group:5234 Translocation:False
chr17	16699505	+	chr17	16699505	-	20

Group:5235 Translocation:False
chr17	17252362	+	chr17	17252362	-	19

Group:5236 Translocation:False
chr17	17460139	+	chr17	17460139	-	21
chr17	17460139	+	chr17	17460139	-	18

Group:5237 Translocation:False
chr17	17816189	+	chr17	17816189	-	17

Group:5238 Translocation:False
chr17	18007150	+	chr17	18007150	-	21

Group:5239 Translocation:False
chr17	18244734	+	chr17	18244734	-	19

Group:5240 Translocation:False
chr17	18783091	+	chr17	18783091	-	23

Group:5241 Translocation:False
chr17	18946379	+	chr17	18946379	-	16
chr17	19013597	+	chr17	19013597	-	18
chr17	19111975	+	chr17	19111975	-	6
chr17	19169929	+	chr17	19169929	-	9
chr17	19199325	+	chr17	19199325	-	12
chr17	19173945	+	chr17	19173945	-	8
chr17	19204232	+	chr17	19204232	-	4

Group:5242 Translocation:False
chr17	19440820	+	chr17	19440820	-	15

Group:5243 Translocation:False
chr17	19589397	+	chr17	19589397	-	25

Group:5244 Translocation:False
chr17	19951169	+	chr17	19951169	-	26
chr17	20038322	+	chr17	20038322	-	14
chr17	20092293	+	chr17	20092293	-	22

Group:5245 Translocation:False
chr17	20456508	+	chr17	20456508	-	16
chr17	20479537	+	chr17	20479537	-	27

Group:5246 Translocation:False
chr17	20638095	+	chr17	20638095	-	23

Group:5247 Translocation:False
chr17	20755253	+	chr17	20755253	-	24
chr17	20818467	+	chr17	20818467	-	18
chr17	20873966	+	chr17	20873966	-	40

Group:5248 Translocation:False
chr17	20984804	+	chr17	20984804	-	29

Group:5249 Translocation:False
chr17	22090660	+	chr17	22090660	-	23
chr17	22100127	+	chr17	22100127	-	34
chr17	22144438	+	chr17	22144438	-	96
chr17	22141604	+	chr17	22141604	-	91
chr17	22155969	+	chr17	22155969	-	85

Group:5250 Translocation:False
chr17	22325633	+	chr17	22325633	-	28
chr17	22384592	+	chr17	22384592	-	53
chr17	22404213	+	chr17	22404213	-	6
chr17	22401824	+	chr17	22401824	-	15
chr17	22407406	+	chr17	22407406	-	6

Group:5251 Translocation:False
chr17	22888058	+	chr17	22888058	-	8

Group:5252 Translocation:False
chr17	23128372	+	chr17	23128372	-	5

Group:5253 Translocation:False
chr17	26570985	+	chr17	26570985	-	7
chr17	26573522	+	chr17	26573522	-	8
chr17	26638553	+	chr17	26638553	-	26
chr17	26575768	+	chr17	26575768	-	7
chr17	26638554	+	chr17	26638554	-	26
chr17	26690618	+	chr17	26690618	-	32
chr17	26683715	+	chr17	26683715	-	28

Group:5254 Translocation:False
chr17	26812223	+	chr17	26812223	-	37
chr17	26812793	+	chr17	26812793	-	37
chr17	26821801	+	chr17	26821801	-	19
chr17	26842242	+	chr17	26842242	-	48
chr17	26852176	+	chr17	26852176	-	43
chr17	26876740	+	chr17	26876740	-	15
chr17	26817446	+	chr17	26817446	-	32
chr17	26848278	+	chr17	26848278	-	23
chr17	26823458	+	chr17	26823458	-	46
chr17	26857550	+	chr17	26857550	-	21
chr17	26940751	+	chr17	26940751	-	43
chr17	26936623	+	chr17	26936623	-	112
chr17	26966984	+	chr17	26966984	-	59
chr17	27056328	+	chr17	27056328	-	27

Group:5255 Translocation:False
chr17	27268029	+	chr17	27268029	-	28

Group:5256 Translocation:False
chr17	27402437	+	chr17	27402437	-	19
chr17	27440677	+	chr17	27440677	-	23

Group:5257 Translocation:False
chr17	28172233	+	chr17	28172233	-	27

Group:5258 Translocation:False
chr17	28353520	+	chr17	28353520	-	29

Group:5259 Translocation:False
chr17	28456144	+	chr17	28456144	-	19

Group:5260 Translocation:False
chr17	28604080	+	chr17	28604080	-	23

Group:5261 Translocation:False
chr17	28778719	+	chr17	28778719	-	27
chr17	28790884	+	chr17	28790884	-	35
chr17	28813020	+	chr17	28813020	-	28

Group:5262 Translocation:False
chr17	29199117	+	chr17	29199117	-	27

Group:5263 Translocation:False
chr17	29305770	+	chr17	29305770	-	24
chr17	29335102	+	chr17	29335102	-	19

Group:5264 Translocation:False
chr17	29468135	+	chr17	29468135	-	26
chr17	29533816	+	chr17	29533816	-	10

Group:5265 Translocation:False
chr17	29994144	+	chr17	29994144	-	18

Group:5266 Translocation:False
chr17	30156250	+	chr17	30156250	-	11
chr17	30237307	+	chr17	30237307	-	30

Group:5267 Translocation:False
chr17	30470256	+	chr17	30470256	-	31

Group:5268 Translocation:False
chr17	30598801	+	chr17	30598801	-	26
chr17	30667424	+	chr17	30667424	-	17
chr17	30736334	+	chr17	30736334	-	19
chr17	30757944	+	chr17	30757944	-	21
chr17	30757809	+	chr17	30757809	-	21
chr17	30792923	+	chr17	30792923	-	25

Group:5269 Translocation:False
chr17	31226346	+	chr17	31226346	-	24
chr17	31243184	+	chr17	31243184	-	30
chr17	31335274	+	chr17	31335274	-	31

Group:5270 Translocation:False
chr17	31675942	+	chr17	31675942	-	30

Group:5271 Translocation:False
chr17	32149503	+	chr17	32149503	-	47

Group:5272 Translocation:False
chr17	32276835	+	chr17	32276835	-	24

Group:5273 Translocation:False
chr17	33005877	+	chr17	33005877	-	26

Group:5274 Translocation:False
chr17	33269613	+	chr17	33269613	-	31
chr17	33357030	+	chr17	33357030	-	30

Group:5275 Translocation:False
chr17	33464558	+	chr17	33464558	-	35

Group:5276 Translocation:False
chr17	33856523	+	chr17	33856523	-	28

Group:5277 Translocation:False
chr17	34011035	+	chr17	34011035	-	26

Group:5278 Translocation:False
chr17	34346389	+	chr17	34346389	-	23
chr17	34407392	+	chr17	34407392	-	23
chr17	34480647	+	chr17	34480647	-	27
chr17	34511835	+	chr17	34511835	-	26

Group:5279 Translocation:False
chr17	34691400	+	chr17	34691400	-	26
chr17	34730221	+	chr17	34730221	-	26

Group:5280 Translocation:False
chr17	34977736	+	chr17	34977736	-	14

Group:5281 Translocation:False
chr17	35115980	+	chr17	35115980	-	20
chr17	35133653	+	chr17	35133653	-	20
chr17	35195099	+	chr17	35195099	-	29

Group:5282 Translocation:False
chr17	36213365	+	chr17	36213365	-	74

Group:5283 Translocation:False
chr17	36466732	+	chr17	36466732	-	22

Group:5284 Translocation:False
chr17	36576313	+	chr17	36576313	-	19

Group:5285 Translocation:False
chr17	36696966	+	chr17	36696966	-	36
chr17	36761254	+	chr17	36761254	-	26
chr17	36786930	+	chr17	36786930	-	21

Group:5286 Translocation:False
chr17	37023627	+	chr17	37023627	-	29
chr17	37099530	+	chr17	37099530	-	22

Group:5287 Translocation:False
chr17	37398675	+	chr17	37398675	-	20
chr17	37421831	+	chr17	37421831	-	18

Group:5288 Translocation:False
chr17	37995655	+	chr17	37995655	-	39
chr17	37997414	+	chr17	37997414	-	44

Group:5289 Translocation:False
chr17	38387109	+	chr17	38387109	-	24
chr17	38387650	+	chr17	38387650	-	24
chr17	38389863	+	chr17	38389863	-	22

Group:5290 Translocation:False
chr17	38513071	+	chr17	38513071	-	36

Group:5291 Translocation:False
chr17	38946613	+	chr17	38946613	-	23

Group:5292 Translocation:False
chr17	39128164	+	chr17	39128164	-	20

Group:5293 Translocation:False
chr17	39724272	+	chr17	39724272	-	33

Group:5294 Translocation:False
chr17	39850645	+	chr17	39850645	-	22
chr17	39855957	+	chr17	39855957	-	20

Group:5295 Translocation:False
chr17	39956268	+	chr17	39956268	-	27
chr17	39992024	+	chr17	39992024	-	26

Group:5296 Translocation:False
chr17	40509533	+	chr17	40509533	-	28
chr17	40523189	+	chr17	40523189	-	22
chr17	40600048	+	chr17	40600048	-	19
chr17	40600024	+	chr17	40600024	-	19
chr17	40626865	+	chr17	40626865	-	22

Group:5297 Translocation:False
chr17	40818851	+	chr17	40818851	-	37

Group:5298 Translocation:False
chr17	40942313	+	chr17	40942313	-	27
chr17	40947845	+	chr17	40947845	-	28
chr17	41038183	+	chr17	41038183	-	26
chr17	41084543	+	chr17	41084543	-	30
chr17	41110054	+	chr17	41110054	-	33
chr17	41101698	+	chr17	41101698	-	28
chr17	41144157	+	chr17	41144157	-	25
chr17	41110089	+	chr17	41110089	-	33

Group:5299 Translocation:False
chr17	41433487	+	chr17	41433487	-	35

Group:5300 Translocation:False
chr17	41594666	+	chr17	41594666	-	21

Group:5301 Translocation:False
chr17	41730104	+	chr17	41730104	-	33

Group:5302 Translocation:False
chr17	42265376	+	chr17	42265376	-	22

Group:5303 Translocation:False
chr17	42397435	+	chr17	42397435	-	17

Group:5304 Translocation:False
chr17	42973223	+	chr17	42973223	-	12
chr17	43017098	+	chr17	43017098	-	29
chr17	43071521	+	chr17	43071521	-	26
chr17	43024257	+	chr17	43024257	-	23

Group:5305 Translocation:False
chr17	43223478	+	chr17	43223478	-	19
chr17	43225680	+	chr17	43225680	-	20
